rank,feature,gain_importance,cumulative_pct,cohens_d,abs_d,effect_size
2382,F2446_missing,0,100.0,-0.2309101765506342,0.2309101765506342,small
2383,F2445_missing,0,100.0,-0.23608227481794014,0.23608227481794014,small
2384,F2444_missing,0,100.0,-0.3061199156821569,0.3061199156821569,small
2385,F2443_missing,0,100.0,-0.2309101765506342,0.2309101765506342,small
2386,F2442_missing,0,100.0,-0.23608227481794014,0.23608227481794014,small
2387,F2441_missing,0,100.0,-0.2215139373545623,0.2215139373545623,small
2388,F2449_missing,0,100.0,-0.2309101765506342,0.2309101765506342,small
2389,F2537_missing,0,100.0,-0.09266377172196824,0.09266377172196824,negligible
2390,F2536_missing,0,100.0,-0.11488955413146502,0.11488955413146502,negligible
2391,F2535_missing,0,100.0,-0.2215139373545623,0.2215139373545623,small
2392,F2534_missing,0,100.0,-0.09266377172196824,0.09266377172196824,negligible
2393,F2533_missing,0,100.0,-0.11488955413146502,0.11488955413146502,negligible
2394,F2494_missing,0,100.0,0.23563378492480513,0.23563378492480513,small
2395,F2493_missing,0,100.0,0.33184618378420344,0.33184618378420344,small
2396,F2491_missing,0,100.0,0.23563378492480513,0.23563378492480513,small
2397,F2481_missing,0,100.0,0.21257793475632036,0.21257793475632036,small
2398,F2489_missing,0,100.0,-0.7078386874493193,0.7078386874493193,medium
2399,F2488_missing,0,100.0,-0.4629950185932386,0.4629950185932386,small
2400,F2487_missing,0,100.0,-0.5848590162101497,0.5848590162101497,medium
2401,F2486_missing,0,100.0,-0.7078386874493193,0.7078386874493193,medium
2402,F2485_missing,0,100.0,-0.4629950185932386,0.4629950185932386,small
2403,F2484_missing,0,100.0,-0.5848590162101497,0.5848590162101497,medium
2404,F2483_missing,0,100.0,0.28013298346210785,0.28013298346210785,small
2405,F2482_missing,0,100.0,0.21315242448360752,0.21315242448360752,small
2406,F2490_missing,0,100.0,0.33184618378420344,0.33184618378420344,small
2407,F2380_missing,0,100.0,0.2552772697471228,0.2552772697471228,small
2408,F2379_missing,0,100.0,0.26595348810698294,0.26595348810698294,small
2409,F2356_missing,0,100.0,-0.2925312549887893,0.2925312549887893,small
2410,F2355_missing,0,100.0,-0.2561003381550713,0.2561003381550713,small
2411,F2354_missing,0,100.0,-0.21447239130653944,0.21447239130653944,small
2412,F2353_missing,0,100.0,-0.2925312549887893,0.2925312549887893,small
2413,F2352_missing,0,100.0,-0.2561003381550713,0.2561003381550713,small
